,System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description,URL,Document Name,XPATH
185,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,DISTR_CHANNEL_ID,ABS,,Attribute,List of distribution channels,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/distr_channel_id/id
186,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_PAYABLE_PARTY,ABS,,Attribute,It is the identifier for advise fee to be payable to the OE ,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/is_payable_party/val
187,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_SILO,ABS,,Attribute,It is the identifier to restrict the information across silos,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/is_silo/val
188,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_PAY_ANYONE_ALW,ABS,,Attribute,It is the identifier for the authority of adviser to client to determine whether pay anyone is allowed ,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/is_pay_anyone_alw/val
189,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_LINKED_ACC_ALW,ABS,,Attribute,It is the identifier for the authority of adviser to client to determine whether linked accounts are allowed,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/is_linked_acc_alw/val
190,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_BPAY_ALW,ABS,,Attribute,It is the identifier for the authority of adviser to client to determine whether linked accounts are allowed,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/is_bpay_alw/val
191,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_DIR_INVST,ABS,,Attribute,An Identifier for a non advised Investor  ,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/ is_dir_invst/val
192,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PRTY_CHAN_ID,ABS,,Attribute,List of party channels,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/prty_chan_id/id
193,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,FUA,ABS,,Attribute,Funds under administration,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/fua/val
194,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ACTIV_ACC,ABS,,Attribute,Total number of all active accounts of the clients linked to the user,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/activ_acc/val
195,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,HAS_DG_ADVCONG_FEE,ABS,,Attribute,Flag to indicate whether the licensee advice fee is active,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/has_dg_advcong_fee/val
196,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,OE_PERS_LEG_ID,ABS,,Attribute,Internal Avaloq identifier for legal person directly linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/oe_pers_leg_id/id
197,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,OE_PERS_LEG_KEY,ABS,,Attribute,Symbolic key for legal person directly linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/oe_pers_leg_key/val
198,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,OE_PERS_LEG_NAME,ABS,,Attribute,Name of the legal person directly linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/oe_pers_leg_name/val
199,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,OE_PERS_GCM_ID,ABS,,Attribute,GCM id of the person directly linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/oe_pers_gcm_id/val
200,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,OE_PERS_OPEN_DATE,ABS,,Attribute,Open date of the person directly linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/oe_pers_open_date/val
201,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_LIST,ABS,,Attribute,List of jobs linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList
202,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_ID,ABS,,Attribute,Internal Avaloq identifier for person of sub-type Job linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_id/id
203,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_KEY,ABS,,Attribute,Symbolic key for person of sub-type Job linked to the OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_key/val
204,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_TYPE_ID,ABS,,Attribute,List of person job types,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_type_id/id
205,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_AUTH_LVL_ID,ABS,,Attribute,List of person job authority level,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_auth_lvl_id/id
206,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,OE_JOB_AUTH_ROLE_ID,ABS,,Attribute,Responsibility of Job to its OE,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/oe_job_auth_role_id/id
207,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_USER_ID,ABS,,Attribute,Internal Avaloq identifier for the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_user_id/id
208,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_LAST_TRANS_TIMESTP,ABS,,Attribute,Time stamp when the job was last modified or in absence of it created date,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/ job_last_trans_timestp /val
209,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_PERS_ID,ABS,,Attribute,Natural person linked to the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_pers_id/id
210,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,JOB_PERS_KEY,ABS,,Attribute,Symbolic key for the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/job_pers_key/val
211,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_CIS_KEY,ABS,,Attribute,Unique identifier on the natural person,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/pers_cis_key/val
212,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_FIRST_NAME,ABS,,Attribute,First name of the person linked to the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/pers_first_name/val
213,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_MIDDLE_NAME,ABS,,Attribute,Middle name of the person linked to the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/pers_middle_name/val
214,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_LAST_NAME,ABS,,Attribute,Last name of the person linked to the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/pers_last_name/val
215,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERSON_REG_ONLINE,ABS,,Attribute,Flag for indication whether the user is registered online or not,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/ person_reg_online/val
216,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_GCM_ID,ABS,,Attribute,GCM id of the person linked to the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/ person_gcm_id/val
217,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_OPEN_DATE,ABS,,Attribute,Open date of the person linked to the job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/ person_open_date/val
218,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ADDR_LIST,ABS,,Attribute,Address List,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList
219,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_ADDR_ID,ABS,,Attribute,Internal Avaloq identifier for the address id of person linked to job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/pers_addr_id/id
220,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_ADDR_KEY,ABS,,Attribute,Symbolic key for the address of person linked to  job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/pers_addr_key/val
221,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PERS_FULL_ADDR,ABS,,Attribute,Full address of person linked to job,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/pers_full_addr/val
222,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ADDR_CATG_ID,ABS,,Attribute,List of address categories,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/addr_catg_id/id
223,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ADDR_KIND_ID,ABS,,Attribute,List of address kinds,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/addr_kind_id/id
224,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ADDR_MEDIUM_ID,ABS,,Attribute,List of address medium ,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/addr_medium_id/id
225,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ELEC_ADDR,ABS,,Attribute,Electronic address,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/elec_addr/val
226,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_MAIL,ABS,,Attribute,  It is the identifier for address when your mailing address is your postal address,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/is_mail/val
227,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,IS_DOMI,ABS,,Attribute,It is the identifier for address when your domicile  residential  address is your postal address,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/is_domi/val
228,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,CTY_ID,ABS,,Attribute,List of countries,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/cty_id/id
229,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,CARE_OF,ABS,,Attribute,,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/care_of/val
230,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,UNIT_NR,ABS,,Attribute,Unit Number,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/unit_nr/val
231,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,FLOOR_NR,ABS,,Attribute,Floor Number,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/floor_nr/val
232,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,STREET_NR,ABS,,Attribute,Street Number,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/street_nr/val
233,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,STREET_NAME,ABS,,Attribute,Street Name,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/street_name/val
234,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,STREET_TYPE_ID,ABS,,Attribute,List of street types,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/street_type_id/id
235,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,BUILDING_NAME,ABS,,Attribute,Building name,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/building_name/val
236,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,SUBURB,ABS,,Attribute,Suburd name,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/suburb/val
237,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,STATE_ID,ABS,,Attribute,List of country state types,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/state_id/id
238,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,ZIP,ABS,,Attribute,Zip code for the suburb,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/zip/val
239,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,BOX_ADDR_TYPE_ID,ABS,,Attribute,List of box address types,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/box_addr_type_id/id
240,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,PO_BOX,ABS,,Attribute,Post box number,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/po_box/val
241,ABS Dev,XSD,BTFG$UI_OE_STRUCT.PERSON#HIRA,CITY,ABS,,Attribute,Name of the city,,,rep/Data/PersonList/Person/PersonHeadList/PersonHead/JobList/Job/AddrList/Addr/city/val
242,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,,ABS,,Class,,,,
243,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,NTFCN_ID,ABS,,Attribute,Notification ID,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ ntfcn_id/val
244,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,TIMESTAMP,ABS,,Attribute,Timestamp,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ timestamp/val
245,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,VALID_TO,ABS,,Attribute, Valid To,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ valid_to/val
246,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,RESP_SEC_USER_ID,ABS,,Attribute,Responsible User ID,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ resp_sec_user_id/val
247,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,RECP_SEC_USER_ID,ABS,,Attribute,Recipient ID -person who will be receiving notifications,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ recp_sec_user_id/val
248,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,EVENT_TYPE_ID,ABS,,Attribute, Event Type ID -list of notification event types,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ event_type_id/val
249,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,EVENT_TYPE_PRIO,ABS,,Attribute, Priority- priority level of the notification depending upon event type,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ event_type_prio/val
250,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,NTFCN_STATUS_ID,ABS,,Attribute," Notification Status ID -the current status of the notification  has been read, unread or deleted ",,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ ntfcn_status_id/val
251,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,TRIG_OBJ_ID,ABS,,Attribute,Triggering Object ID,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ trig_obj_id/val
252,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,CTX_DOC_ID,ABS,,Attribute,Order ID,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ ctx_doc_id/val
253,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,MSG_TEXT,ABS,,Attribute, Message Text,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ msg_text/val
254,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,MSG_CAT_ID,ABS,,Attribute,Notification Category ID – list of notification category types,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ msg_cat_id/val
255,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,MSG_SUBCAT_ID,ABS,,Attribute,Notification Sub Category ID – list of notification category types,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ msg_subcat_id/val
256,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,MSG_AVSR_CTR_ID,ABS,,Attribute,Message Adviser Center ID – list of adviser message center notification types,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ msg_avsr_ctr_id/val
257,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,IS_ADVSR_DSHBRD,ABS,,Attribute,Is Adviser Dashboard Message – flag to signify threshold.,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ is_advsr_dshbrd/val
258,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,BP_ID,ABS,,Attribute,Business Partner ID,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ bp_id/val
259,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,OWNER_TYPE_ID,ABS,,Attribute,Owner Type ID – account structure type,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ owner_type_id/val
260,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,MACC_NR,ABS,,Attribute, MACC Number,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ macc_nr/val
261,ABS Dev,XSD,BTFG$UI_NTFCN_LIST.NTFCN,PERSON_ID,ABS,,Attribute,Person ID,,,Rep/data/ntfcn_list/ntfcn/ntfcn_head_list/ntfcn_head/ person_id/val
262,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,,ABS,,Class,,,,
263,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,DOC_HEAD,ABS,,Attribute,The list of saved order groups that match the search criteria,,,rep/data/doc_list/doc/doc_head_list/doc_head
264,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,DOC_ID ,ABS,,Attribute,Avaloq unique identifier for individual order,,,rep/data/doc_list/doc/doc_head_list/doc_head/ doc_id /val
265,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,DESCN,ABS,,Attribute,A free text description of the order group that has been entered by the user.,,,rep/data/doc_list/doc/doc_head_list/doc_head/descn/val
266,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,LAST_TRX_TIMESTP,ABS,,Attribute,Timestamp of the last time the order group was saved.,,,rep/data/doc_list/doc/doc_head_list/doc_head/last_trx_timestp/val
267,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,INS_BY_SEC_USER,ABS,,Attribute,The Avaloq user ID of the user who saved this order group.,,,rep/data/doc_list/doc/doc_head_list/doc_head/ins_by_sec_user/val
268,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,ORDER_TYPE_ID,ABS,,Attribute,This identifies if the order group is for a buy/sell or a switch.,,,rep/data/doc_list/doc/doc_head_list/doc_head/order_type_id/val
269,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,BP_ID,ABS,,Attribute,Avaloq unique identifier for the client account,,,rep/data/doc_list/doc/doc_head_list/doc_head/bp_id/val
270,ABS Dev,XSD,BTFG$UI_DOC_LIST.DOC,CONT_ID,ABS,,Attribute,Avaloq unique identifier for the container,,,rep/data/doc_list/doc/doc_head_list/doc_head/cont_id/val
271,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,,ABS,,Class,,,,
272,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,SOP,ABS,,Attribute,Start of Period,,,Rep/data/report/report_foot_list/report_foot/sop/val
273,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,EOP,ABS,,Attribute,End of Period,,,Rep/data/report/report_foot_list/report_foot/eop/val
274,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,AVSR_ID,ABS,,Attribute,Adviser identifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/avsr_id/val
275,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,AVSR_ORA_ID,ABS,,Attribute,Adviser Oracle identifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/avsr_ora_id/val
276,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,AVSR_GCM_ID,ABS,,Attribute,Adviser GCM identifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/avsr_gcm_id/val
277,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,AVSR_STATE_ID,ABS,,Attribute,Adviser State identifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/avsr_state_id/val
278,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,PROD_ID,ABS,,Attribute,ProductIdentifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/prod_id/val
279,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,ACC_ID,ABS,,Attribute,Account identifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/acc_id/val
280,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,ACC_NR,ABS,,Attribute,Account number,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/acc_nr/val
281,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,ACC_TYPE_ID,ABS,,Attribute,Account Type identifier,,,Rep/data/report/bp_list/bp/bp_head_list/bp_head/acc_type_id/val
282,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,MACC_NO,ABS,,Attribute,Money account number,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/macc_no/val
283,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_BRAND_ID,ABS,,Attribute,TD brand Id,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_brand_id/val
284,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_INTR_RATE,ABS,,Attribute,TD interest rate,,,Rep/data/report/ bp_list/bp/ pos_list/pos/pos_head_list/pos_head/td_intr_rate/val
285,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_INTR_PAY_FREQ,ABS,,Attribute,TD interest payment frequency,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_intr_pay_freq/val
286,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_TERM_MTH,ABS,,Attribute,TD term in month,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_term_mth/val
287,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_TERM_YEAR,ABS,,Attribute,TD term in year,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_term_year/val
288,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_MATURITY_INSTR,ABS,,Attribute,TD maturity instruction,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_maturity_instr/val
289,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_MATURITY_DATE,ABS,,Attribute,TD maturity date,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_maturity_date/val
290,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,DAYS_TO_MATURITY,ABS,,Attribute,Days to maturity,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/days_to_maturity/val
291,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_PRPL_VAL,ABS,,Attribute,TD principal value,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_prpl_val/val
292,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_OPEN_DATE,ABS,,Attribute,TD open date,,,Rep/data/report/bp_list/bp/pos_list/pos/pos_head_list/pos_head/td_open_date/val
293,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#FIDD,TD_CLOSE_DATE,ABS,,Attribute,TD close date,,,Rep/data/report/pos_list/pos/pos_head_list/pos_head/td_close_date/val
294,ABS Dev,XSD,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT,,ABS,,Class,,,,
295,ABS Dev,XSD,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT,BP_HEAD/ACC_ID,ABS,,Attribute,,,,rep\data\bp_list\bp\bp_head_list\bp_head\acc_id\annot\ctx\id
296,ABS Dev,XSD,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT,BP_HEAD/ACC_NAME,ABS,,Attribute,,,,rep\data\bp_list\bp\bp_head_list\bp_head\acc\val
297,ABS Dev,XSD,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT,BP_HEAD/BP_ACC_STRUCT_TYPE_ID,ABS,,Attribute,,,,rep\data\bp_list\bp\bp_head_list\bp_head\bp_acc_struct_type_id\val
298,ABS Dev,XSD,BTFG$UI_CUSTR_LIST.BP_PERSON_CONT,BP_HEAD/BP_ACC_PROD_ID,ABS,,Attribute,,,,rep\data\bp_list\bp\bp_head_list\bp_head\bp_acc_prod_id\val
