Source System Name,Source Instance Name,Source Entity Name,Source Attribute Name,Target System Name,Target Instance Name,Target Entity Name,Target Attribute Name,Attribute Description,Business Rule,Transformation_Mapping rule,Comments,Mapping Name,Action,Last_Update_Date,Modified_By
Visual Map,Default,ACCOUNT-INCOME RECEIVED_MDR_VM,PAYMENT DATE,IFS,Default,INCOME RECEIVED IFS,TRX_DATE,,Derived,Date of transaction,,,,,
Visual Map,Default,ACCOUNT-INCOME RECEIVED_MDR_VM,TOTAL INCOME RECEIVED,IFS,Default,INCOME RECEIVED IFS,CF_NET_MACC_DC,,Derived,Total Amount,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,CODE AND NAME,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,CODE AND NAME,,Direct,Name and code of asset,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,CONSIDERATION,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,CONSIDERATION,,Direct,Consideration quantity,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,EXPIRY TYPE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,EXPIRY TYPE,,Direct,Expiry type,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,LIMIT PRICE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,LIMIT PRICE,,Direct,Limit price,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,ORDER ID,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,ORDER ID,,Direct,Order ID of the placed order,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,ORDER TYPE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,ORDER TYPE,,Direct,Type of order,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,QUANTITY,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,QUANTITY,,Direct,Original quantity,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,STATUS,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,STATUS,,Direct,Status of order,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,SUBMITTED,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,SUBMITTED,,Direct,Submitted date and time,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,CODE AND NAME,IFS,Default,ORDER STATUS,ASSET_ID,,Direct,Name and code of asset,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,CONSIDERATION,IFS,Default,ORDER STATUS,QTY,,Direct,Consideration quantity,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,EXPIRY TYPE,IFS,Default,ORDER STATUS,EXPIR_TYPE,,Direct,Expiry type,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,LIMIT PRICE,IFS,Default,ORDER STATUS,LIMIT_PRICE,,Direct,Limit price,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,ORDER ID,IFS,Default,ORDER STATUS,DOC_ID,,Derived,Order ID of the placed order,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,ORDER TYPE,IFS,Default,ORDER STATUS,ORDER_TYPE_ID,,Direct,Type of order,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,QUANTITY,IFS,Default,ORDER STATUS,FILL_QTY,,Direct,Fill quantity,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,QUANTITY,IFS,Default,ORDER STATUS,ORIG_QTY,,Direct,Original quantity,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,STATUS,IFS,Default,ORDER STATUS,UI_WFS_ID,,Derived,Status of order,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS_MDR_VM,SUBMITTED,IFS,Default,ORDER STATUS,ORDER_DATE,,Direct,Submitted date and time,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,AMOUNT,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,AMOUNT,,Direct,Amount of assets in units,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,DIVIDEND,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,DIVIDEND,,Direct,Type of dividend,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,EST PRICE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,EST PRICE,,Direct,Estimated price of asset,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,EXPIRY,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,EXPIRY,,Direct,Type of expiry for asset buy or sell,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,ORDER ID,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,ORDER ID,,Direct,Order number generated after the order is placed,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,ORDER TYPE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,ORDER TYPE,,Direct,Type of order,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,PRICE TYPE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,PRICE TYPE,,Direct,Market price or Limit price,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,SEARCH (NAME OR CODE),Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,SEARCH (NAME OR CODE),,Direct,Asset name or code,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,AMOUNT,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,QTY,,Direct,Amount of assets in units,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,DIVIDEND,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,SINSTR_ID,,Direct,Type of dividend,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,EST PRICE,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,PRICE,,Derived,Estimated price of asset,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,EXPIRY,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,EXPIR_TYPE_ID,,Direct,Type of expiry for asset buy or sell,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,ORDER ID,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,ORDER_NR,,Derived,Order number generated after the order is placed,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,ORDER TYPE,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,DIR_ID,,Direct,Type of order,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,PRICE TYPE,IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,EXEC_TYPE_ID,,Direct,Market price or Limit price,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER_MDR_VM,SEARCH (NAME OR CODE),IFS,Default,TRXSERVICE#TRXBDL#V1_0_MDR_IFS,ASSET_ID,,Direct,Asset name or code,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,AMOUNT,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,AMOUNT,,Direct,Amount,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,ASSET NAME,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,ASSET NAME,,Direct,Name and code of Asset,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,CURRENT HOLDING,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,CURRENT HOLDING,,Direct,Current holdings of Assset,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,DEPOSIT START DATE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,DEPOSIT START DATE,,Direct,Start date of deposit,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,DESCRIPTION,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,DESCRIPTION,,Direct,Description,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,END DATE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,END DATE,,Direct,Last deposit date,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM ACCOUNT NAME,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM ACCOUNT NAME,,Direct,Account name of linked account,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM ACCOUNT NICK NAME,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM ACCOUNT NICK NAME,,Direct,Nick name of linked account,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM ACCOUNT NUMBER,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM ACCOUNT NUMBER,,Direct,Account number of linked account,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM BSB,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM BSB,,Direct,BSB of linked account,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,QUANTITY,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,QUANTITY,,Direct,Quantity,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,REPEATS EVERY,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,REPEATS EVERY,,Direct,Investment repeat frequency,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,AMOUNT,IFS,Default,BP DETAILS IFS,MIN_BAL,,Direct,Amount,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,ASSET NAME,IFS,Default,BP DETAILS IFS,ASSET_ID,,Direct,Name and code of Asset,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,CURRENT HOLDING,IFS,Default,BP DETAILS IFS,,,Derived,Current holdings of Assset,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,DEPOSIT START DATE,IFS,Default,BP DETAILS IFS,FIRST_EXEC,,Direct,Start date of deposit,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,DESCRIPTION,IFS,Default,BP DETAILS IFS,BENEF_REF_NR,,Direct,Description,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,END DATE,IFS,Default,BP DETAILS IFS,LAST_EXEC,,Direct,Last deposit date,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM ACCOUNT NAME,IFS,Default,BP DETAILS IFS,LINKED_ACC_NR,,Direct,Account name of linked account,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM ACCOUNT NICK NAME,IFS,Default,BP DETAILS IFS,LINKED_ACC_NICK_NAME,,Direct,Nick name of linked account,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM ACCOUNT NUMBER,IFS,Default,BP DETAILS IFS,LINKED_ACC_NR,,Direct,Account number of linked account,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,FROM BSB,IFS,Default,BP DETAILS IFS,LINKED_ACC_BSB,,Direct,BSB of linked account,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,QUANTITY,IFS,Default,BP DETAILS IFS,QTY,,Direct,Quantity,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN_MDR_VM,REPEATS EVERY,IFS,Default,BP DETAILS IFS,REDO_PERIOD_ID,,Direct,Investment repeat frequency,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,BY,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,BY,,Direct,Order saved by,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,DATE SAVED,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,DATE SAVED,,Direct,Order saved date and time,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,LAST UPDATED,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,LAST UPDATED,,Direct,Last updated time,,,,,
UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,YOUR REFERENCE,Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,YOUR REFERENCE,,Direct,Description,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,BY,IFS,Default,ORDER STATUS,INS_BY_SEC_USER,,Direct,Order saved by,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,DATE SAVED,IFS,Default,ORDER STATUS,LAST_TRX_TIMESTP,,Direct,Order saved date and time,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,LAST UPDATED,IFS,Default,ORDER STATUS,CURRENT_OF_TIME,,Derived,Last updated time,,,,,
Visual Map,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS_MDR_VM,YOUR REFERENCE,IFS,Default,ORDER STATUS,DESCN,,Direct,Description,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION,CURRENT VALUE,Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,CURRENT VALUE,,Direct,Current Value,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION,MARKET VALUE,Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,MARKET VALUE,,Direct,Market Value,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION,POSITION VALUE,Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,POSITION VALUE,,Direct,Position value decribing whether the position is of Cash or Australian Shares,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION,QUANTITY,Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,QUANTITY,,Direct,Quantity of the position,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION,REFERENCE DATE,Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,REFERENCE DATE,,Direct,Reference Date of Valuation,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,CURRENT VALUE,IFS,Default,POSITION VALUATION,AVL_CURR_VAL_REF,,Derived,Current Value,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,MARKET VALUE,IFS,Default,POSITION VALUATION,VERI_VAL_QTY,,Derived,Market Value,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,POSITION VALUE,IFS,Default,POSITION VALUATION,POS_NAME,,Direct,Position value decribing whether the position is of Cash or Australian Shares,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,QUANTITY,IFS,Default,POSITION VALUATION,QTY,,Direct,Quantity of the position,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-ASSET ALLOCATION_MDR_VM,REFERENCE DATE,IFS,Default,POSITION VALUATION,REF_DATE,,Direct,Reference Date of Valuation,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS,ASSET,Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,ASSET,,Direct,Holding Code of the Asset,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS,ASSET CODE,Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,ASSET CODE,,Direct,Holding name of the Asset,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS,MARKET VALUE,Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,MARKET VALUE,,Direct,Current Market value of the Asset,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS,QUANTITY,Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,QUANTITY,,Direct,Quantity,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS,VALUATION DATE,Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,VALUATION DATE,,Direct,Reference date,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,ASSET,IFS,Default,POSITION VALUATION,EXT_HLD_CODE,,Direct,Holding Code of the Asset,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,ASSET CODE,IFS,Default,POSITION VALUATION,EXT_HLD_NAME,,Direct,Holding name of the Asset,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,MARKET VALUE,IFS,Default,POSITION VALUATION,AVL_CURR_VAL_REF,,Derived,Current Market value of the Asset,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,QUANTITY,IFS,Default,POSITION VALUATION,QTY,,Direct,Quantity,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-EXTERNAL ASSETS_MDR_VM,VALUATION DATE,IFS,Default,POSITION VALUATION,REF_DATE,,Direct,Reference date,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,ADMINISTRATION FEES,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,ADMINISTRATION FEES,,Direct,Adminstration Fees,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,ADVICE FEES,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,ADVICE FEES,,Direct,Advice Fees,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,BT CASH INCOME,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,BT CASH INCOME,,Direct,BT Cash Income,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,CLOSING PORTFOLIO VALUE,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,CLOSING PORTFOLIO VALUE,,Direct,Closing Portfolio value,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,DATE FROM,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,DATE FROM,,Direct,Date From,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,DATE TO,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,DATE TO,,Direct,Date To,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,EXPENSES,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,EXPENSES,,Direct,Expenses in dollars,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,INCOME ON INVESTMENTS,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,INCOME ON INVESTMENTS,,Direct,Income on investments,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,INFLOWS,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,INFLOWS,,Direct,Inflows in dollars,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,LISTED SECURITY INCOME,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,LISTED SECURITY INCOME,,Direct,Listed Security Income,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,MARKET MOVEMENT,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,MARKET MOVEMENT,,Direct,Market Movement,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,ONGOING ADVICCE FEES,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,ONGOING ADVICCE FEES,,Direct,Ongoing Advice Fees,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,OPENING PORTFOLIO VALUE,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,OPENING PORTFOLIO VALUE,,Direct,Opening Portfolio Value,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-MOVEMENTS,OUTFLOWS,Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,OUTFLOWS,,Direct,Outflows in dollars,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,ADMINISTRATION FEES,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,ADM_FEE,,Direct,Adminstration Fees,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,ADVICE FEES,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,ADV_FEE,,Derived,Advice Fees,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,BT CASH INCOME,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,CASH_INC,,Derived,BT Cash Income,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,CLOSING PORTFOLIO VALUE,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,EOP_CURR_VAL_REF,,Direct,Closing Portfolio value,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,DATE FROM,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,DATE_FROM,,Direct,Date From,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,DATE TO,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,DATE_TO,,Direct,Date To,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,EXPENSES,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,EXPNS,,Direct,Expenses in dollars,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,INCOME ON INVESTMENTS,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,INCOME,,Direct,Income on investments,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,INFLOWS,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,INFLOWS,,Direct,Inflows in dollars,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,LISTED SECURITY INCOME,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,ITE_INC,,Derived,Listed Security Income,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,MARKET MOVEMENT,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,MKT_MVT,,Direct,Market Movement,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,ONGOING ADVICCE FEES,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,ONG_ADV_FEE,,Derived,Ongoing Advice Fees,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,OPENING PORTFOLIO VALUE,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,SOP_CURR_VAL_REF,,Direct,Opening Portfolio Value,,,,,
Visual Map,Default,ACCOUNT-PORTFOLIO-MOVEMENTS_MDR_VM,OUTFLOWS,IFS,Default,ADVISER TOP 10 BP BY PORTFOLIO VALUE,OTH_FEE,,Direct,Outflows in dollars,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-PORTFOLIO PERFORMANCE,CLOSING BALANCE,Visual Map,Default,ACCOUNT-PORTFOLIO-PORTFOLIO PERFORMANCE_MDR_VM,CLOSING BALANCE,,Direct,Closing Balance in dollars,,,,,
UX Sitemap,Default,ACCOUNT-PORTFOLIO-PORTFOLIO PERFORMANCE,END OF PERIOD,Visual Map,Default,ACCOUNT-PORTFOLIO-PORTFOLIO PERFORMANCE_MDR_VM,END OF PERIOD,,Direct,End of Period Date,,,,,
